Medium,Datum,Titel,URL,Inhalt,Kurzkommentar
ORF News,28.03.2026,Massenprotest in USA gegen Trump,https://orf.at/stories/3425036/,"Am Samstag gehen in Hunderten Städten in den USA die dritten „No Kings“-Proteste gegen US-Präsident Donald Trump über die Bühne. Sie könnten die größten bisher werden – denn mit Bruce Springsteen, Maggie Rogers und anderen Stars kommt viel Prominenz; und mit dem Iran-Krieg, steigenden Preisen, immer längeren Schlangen an Flughäfen und dem oft brutalen Vorgehen der Einwanderungsbehörden erhält das Anti-Trump-Lager Zulauf.",
NDR Podcast,27.03.2026,Die Friedensbewegung in Kriegszeiten (mit Friedrich Kramer),"https://www.ndr.de/nachrichten/info/die-friedensbewegung-in-kriegszeiten-mit-friedrich-kramer,audio-457842.html","US-Präsident Donald Trump hat sein dem Iran gesetztes Ultimatum ein weiteres Mal verlängert - bis Ostermontag. Er hat den Mullahs aber auch gedroht: wenn sich das Regime einem Friedensdeal verweigere, sei er bereit ""die Hölle zu entfesseln"". Die aktuelle Lage im Nahen Osten fasst Kai Küstner zusammen. Er berichtet über iranisch-russische Verbindungen und darüber, wie der Krieg Russlands Machthaber Putin hilft. Alles scheint möglich, lautet Kais Antwort auf die Frage, wie es im Iran weitergeht. Die USA jedenfalls suchen einen Ausweg - sei es durch Verhandlungen, sei es durch den Einsatz von Bodentruppen. Die Trump-Regierung hat den NATO-Verbündeten erneut mangelnde Unterstützung im Nahen Osten vorgeworfen – und einen Vergleich mit dem Krieg gegen die Ukraine gezogen. Das von Russland angegriffene Land soll übrigens nur dann US-Sicherheitsgarantien bekommen, wenn es bereit ist, den Donbass aufzugeben. Eine Bedingung, die die Ukraine nicht erfüllen kann, die Russland aber hoch erfreut. An der Front machen die Russen weiterhin keine entscheidenden Fortschritte, erklärt Kai. Er berichtet außerdem über die in Deutschland (kurz) wieder aufgeflammte Debatte über den Taurus. Im Schwerpunkt dieser Ausgabe von Streitkräfte und Strategien spricht Host Stefan Niemann mit dem Landesbischof der Evangelischen Kirche in Mitteldeutschland und Friedensbeauftragten der EKD, Friedrich Kramer, über die Friedensbewegung in Zeiten der Kriege. Es geht um seinen Blick auf deutsche Waffenlieferungen an die Ukraine, auf Russlands Machthaber Putin und auf die Chancen für einen Frieden in Europa. Kramer kritisiert eine Fixierung auf das Militärische und betont, es brauche pazifistische Initiativen. Außerdem beschreibt der Landesbischof seine Sicht auf den neuen Wehrdienst und seine Erwartungen an die kommenden Ostermärsche. Lob und Kritik, alles bitte per Mail an streitkraefte@ndr.de Interview mit EKD-Friedensbeauftragten Landesbischof Friedrich Kramer https://www.ndr.de/nachrichten/info/audio-457784.html Plant Trump Bodenoffensive in Nahost? https://www.axios.com/2026/03/26/iran-invasion-plans-kharg-island-trump Trump Pressebegegnung zu Krieg im Iran und NATO-Schelte: https://www.youtube.com/watch?v=HxlmqhCaEXw Alle Folgen von “Streitkräfte und Strategien” https://www.ndr.de/nachrichten/info/podcast2998.html",
ORF News,29.03.2026,Gute Geschäfte mit Wetten auf den Krieg,https://orf.at/stories/3424801/,"Ob die USA die politischen Führer des Iran töten oder wann sie wohl Bodentruppen einsetzen – mit Wetten auf solche Fragen wurden zuletzt auf Plattformen wie Polymarket und Kalshi Millionen gemacht. Hinter den Anbietern stehen mitunter finanzkräftige Investoren mit politischer Agenda, auch die Familie von US-Präsident Donald Trump. Und oftmals liegt der Verdacht nahe, Insider könnten auf den Plattformen ihr geheimes Wissen über den inzwischen vier Wochen dauernden Krieg zu Gold machen. Die Plattformen boomen und drängen inzwischen von der virtuellen in die reale Welt.",
NDR Podcast,03.01.2026,Sonderfolge Venezuela - Trump stürzt Maduro (mit Günther Maihold),"https://www.ndr.de/nachrichten/info/sonderfolge-venezuela-trump-stuerzt-maduro-mit-guenther-maihold,audio-375630.html","""Wir werden das Land führen."" So hat Donald Trump es formuliert, nachdem Spezialeinheiten des US-Militärs in der Nacht auf Samstag die venezolanische Hauptstadt Caracas angegriffen und dabei den autoritär herrschenden Präsidenten Venezuelas, Nicolas Maduro, festgenommen haben. Ein Schlag, der einerseits überrascht, sich aber andererseits auch angedeutet hat. Was bedeuten der Angriff und der Sturz Maduros nun für Venezuela, für Südamerika und auch für die Weltordnung? Astrid Corall und Kai Küstner geben in dieser Sonderfolge einen Überblick über die Lage und die Details, die bisher bekannt sind. Und sie ordnen gemeinsam mit dem Südamerika-Experten Günther Maihold von der Freien Universität Berlin ein, welche Interessen die USA in Venezuela verfolgen und was auf den Angriff nun folgen könnte. Lob und Kritik, alles bitte per Mail an streitkraefte@ndr.de Trump-Pressekonferenz nach der Militäraktion in Venezuela: https://www.pbs.org/newshour/nation/watch-live-trump-holds-news-conference-after-announcing-u-s-has-captured-venezuelan-leader-maduro FAQ zum Angriff aud Venezuela: https://www.tagesschau.de/ausland/amerika/venezuela-usa-angriff-102.html Alle Folgen von “Streitkräfte und Strategien” https://www.ndr.de/nachrichten/info/podcast2998.html",
ORF News,30.03.2026,Iran-Krieg geht mit voller Wucht weiter,https://orf.at/stories/3425372/,"Die USA und Israel setzen ihre schweren Angriffe auf den Iran in der nunmehr fünften Kriegswoche fort. Die israelische Armee gab an, „militärische Infrastruktur“ in Teheran anzugreifen. Auch das US-Militär griff laut US-Präsident Donald Trump weiter an. Der Iran warnte Trump vor dem Einsatz von Bodentruppen. Der Ölpreis steigt unterdessen weiter.",
NDR Podcast,19.12.2025,Keine Waffenruhe über Weihnachten,"https://www.ndr.de/nachrichten/info/keine-waffenruhe-ueber-weihnachten,audio-364208.html","Eine Waffenruhe an Weihnachten hat Russlands Machthaber Putin abgelehnt. Und so gehen die russischen Angriffe wahrscheinlich auch in den nächsten Tagen weiter. Host Stefan Niemann berichtet über die Ängste der Menschen, die täglich Bombardements erleben, und über deren Hoffnung, dass Europa der Ukraine auch 2026 hilft. In Brüssel haben die Staats- und Regierungschefs der EU sich auf die finanzielle Unterstützung des Landes für die kommenden zwei Jahre geeinigt. Allerdings wird dafür erstmal kein in der EU eingefrorenes russisches Vermögen verwendet, erklärt Astrid Corall. Außerdem beleuchtet sie, wie es mit den Friedensverhandlungen weitergehen soll. Und sie schaut gemeinsam mit Stefan auf dieses ereignisreiche Jahr zurück, das mit Beginn der zweiten Amtszeit von US-Präsident Donald Trump außenpolitisch etliche dramatische Wendungen zu verzeichnen hatte. Im Schwerpunkt geht es in dieser Ausgabe um Marinetaucher, eine Elite-Einheit der Bundeswehr. Kai Küstner hat mit dem 42-jährigen Uwe gesprochen, der die als sehr hart geltende Ausbildung zum Minentaucher absolviert. Er berichtet von seinen Erfahrungen, wie er es geschafft hat, einen Ausbildungsplatz zu bekommen und welche Aufgaben Minentaucher im Wasser und an Land haben. Unter anderem müssen sie auch gesprengte Pipelines oder durchschnittene Kabel am Meeresgrund untersuchen. Lob und Kritik, alles bitte per Mail an streitkraefte@ndr.de Alle Folgen von “Streitkräfte und Strategien” https://www.ndr.de/nachrichten/info/podcast2998.html Hinweis auf die Dokumentation über Minentaucher https://1.ard.de/minentaucher?multi=stkr Podcast-Tipp: Krieg und Terror - Die Lage im Nahen Osten und in der Ukraine https://1.ard.de/Krieg_und_Terror",
ORF News,31.03.2026,Scharfe Kritik an Israel wegen Todesstrafe,https://orf.at/stories/3425483/,"Scharfe Kritik innerhalb Israels, vor allem aber von außerhalb gibt es an der Entscheidung der Knesset, die Todesstrafe für Terroristen einzuführen. Das Gesetz ist so formuliert, dass es faktisch nur Palästinenserinnen und Palästinenser treffen wird, nicht Juden. Der Generalsekretär des Europarats, Alain Berset, sprach von einem „erheblichen zivilisatorischen Rückschritt“. Alle Hoffnungen der Gegner des Gesetzes ruhen nun auf dem Höchstgericht.",
NDR Podcast,02.01.2026,Dual-use-Forschung: Chance oder Risiko? (mit Julia Weigelt),"https://www.ndr.de/nachrichten/info/dual-use-forschung-chance-oder-risiko-mit-julia-weigelt,audio-364188.html","In dieser monothematischen Folge von Streitkräfte und Strategien beleuchten Stefan Niemann und Julia Weigelt die sogenannten ""Dual-use""-Technologien. Diese können sowohl zivil als auch militärisch genutzt werden. Es gibt eine Debatte darüber, ob zivile öffentliche Forschungseinrichtungen zur Entwicklung solcher Technologien beitragen sollen. Denn das Thema birgt Risiken, gleichzeitig bietet es auch viele Chancen. Julia berichtet darüber, welche Fragen in der deutschen Wissenschafts-Community diskutiert werden und wie verschiedene Forschungseinrichtungen in Deutschland mit dem Thema ""Forschung zu militärischen Zwecken"" umgehen. Lob und Kritik, alles bitte per Mail an streitkraefte@ndr.de Una Jakob / Felicitas Kraemer / Florian Kraus / Thomas Lengauer: ""Applying Ethics in the Handling of Dual Use Research: The Case of Germany"" https://www.cntrarmscontrol.org/de/publikationen/publikation/applying-ethics-in-the-handling-of-dual-use-research-the-case-of-germany Übersicht zum Wassenaar Arrangement https://www.wassenaar.org/de/ Razzia bei norddeutschen Firmen zu Dual-Use-Güter-Schmuggel (NDR) https://www.ndr.de/fernsehen/sendungen/panorama3/chemierazzia100.html Alle Folgen von “Streitkräfte und Strategien” https://www.ndr.de/nachrichten/info/podcast2998.html",
ORF News,01.04.2026,Altbaumieten dürfen wieder erhöht werden,https://orf.at/stories/3425026/,"Ab Mittwoch dürfen die Mieten im Altbau wieder erhöht werden, gleichzeitig greift die von der Bundesregierung beschlossene Mietpreisbremse. Durch diese wird die jährliche Wertanpassung vorerst stark gedeckelt, und das erstmals auch auf dem freien Wohnungsmarkt.",
NDR Podcast,31.03.2026,"Trumps ""Schlamassel"" in Nahost (mit Markus Reisner)","https://www.ndr.de/nachrichten/info/trumps-schlamassel-in-nahost-mit-markus-reisner,audio-2884684.html","US-Präsident Trump droht im Iran-Krieg weiter mit dem Einsatz von Bodentruppen. Heizt aber gleichzeitig Spekulationen über ein Ende der US-Angriffe an. Im Interview mit Host Kai Küstner spricht der Oberst des österreichischen Bundesheeres, Markus Reisner, von einem “Schlamassel”, in dem sich die USA befänden. Einen Einsatz von Bodentruppen hält der Historiker für durchaus möglich. Er warnt allerdings auch vor erheblichen Risiken, vor allem, wenn die USA versuchen sollten, die Straße von Hormus zu sichern. Beim Irak-Einsatz 2003 seien hunderttausende Soldaten zusammengezogen worden. Nun rede man von etwa 40.000 in der Region stationierten plus 10.000-15.000 neu entsandten Spezialkräften. Jedenfalls sei der Versuch Trumps offensichtlich, “gesichtswahrend aus dieser Situation herauszukommen”, so Markus Reisner. Aus dessen Sicht der Krieg in Nahost auch erhebliche, negative Auswirkungen auf die Ukraine hat: Dass Trump immer mehr das Interesse am Ukraine-Krieg verliere, sähen “die Russen als Chance”. Mit Blick auf den Nahost-Krieg beleuchten Stefan Niemann und Kai Küstner, welche Strategie der US-Präsident derzeit (mutmaßlich) verfolgt und wie schwer das iranische Regime unter Druck steht. Es ist unklar, ob ihm die Raketen und Munition bald ausgehen könnten; die Angriffe auf die Golfstaaten gehen jedenfalls auch gut vier Wochen nach dem Beginn des Krieges weiter. Und Irans Zerstörung eines amerikanischen AWACS-Aufklärungsflugzeuges in Saudi-Arabien zeigt, dass die USA durchaus verwundbar sind. Stefan und Kai blicken außerdem auf Rolle des ukrainischen Präsidenten Selenskyj als Deal Maker, der bei seiner Reise durch die Golfstaaten eine weitreichende Zusammenarbeit bei der Luftverteidigung mit Saudi-Arabien, Katar und den Vereinten Arabischen Emiraten vereinbaren konnte. Die Ukraine hat Russland eine Feuerpause über Ostern angeboten – ob Putin zustimmt, bleibt ungewiss. Selenskyj hat unabhängig davon zugesichert, Angriffe auf den russischen Ölsektor zurückzufahren - falls auch Russland ukrainische Infrastruktur verschont. Lob und Kritik, alles bitte per Mail an streitkraefte@ndr.de Interview mit Oberst Dr. Markus Reisner https://www.ndr.de/nachrichten/info/audio-2884438.html Trump heizt Spekulationen über Kriegsende in Nahost an https://www.wsj.com/world/middle-east/trump-iran-war-strait-of-hormuz-ee950ad4 Podcast-Tipp: Raus aus der Depression “DominoKati: Wenn der Partner depressiv ist"" https://www.ndr.de/nachrichten/info/audio-2884254.html Alle Folgen von “Streitkräfte und Strategien” https://www.ndr.de/nachrichten/info/podcast2998.html",
ORF News,02.04.2026,Crew auf Weg zum Mond,https://orf.at/stories/3425691/,Erstmals seit mehr als einem halben Jahrhundert sind wieder Menschen auf dem Weg zum Mond. Eine Astronautin und drei Astronauten hoben am Mittwoch um 18.35 Uhr Ortszeit (0.35 Uhr MESZ) an Bord der „Orion“-Kapsel mit dem Raketensystem „Space Launch System“ vom Weltraumbahnhof Cape Canaveral im US-Bundesstaat Florida ab.,
NDR Podcast,16.12.2025,Was bringt die Friedensdiplomatie? (mit Sönke Neitzel),"https://www.ndr.de/nachrichten/info/was-bringt-die-friedensdiplomatie-mit-soenke-neitzel,audio-360414.html","Die Europäer haben sich einen Platz am Verhandlungstisch erkämpft, in Berlin wurde mit den US-Amerikanern über ein mögliches Ende des Ukraine-Krieges und die Zukunft des von Russland angegriffenen Landes gesprochen. Zunächst analysieren die Hosts Kai Küstner und Stefan Niemann die Gespräche. Stefan schaut auch auf die EU, die Wege sucht, um die finanzielle Unterstützung der Ukraine durch Nutzung der eingefrorenen russischen Staatsvermögen aufrecht zu erhalten. Die militärische Lage an der Front verschlechtert sich für die Ukraine weiter, vor allem in der Region Donetsk. Ausführlich spricht Kai dann mit Sönke Neitzel über die Rolle der Europäer in den Verhandlungen, über das neue Verhältnis zu den USA und über die Frage, was Europa eigentlich tun müsste, um überhaupt als machtpolitischer Akteur wahrgenommen zu werden. Der Militärhistoriker betont: ""Die alte Welt ist vorbei"". Dass Putin auf den Pfad des Friedens zurückkehrt, hält Neitzel für unwahrscheinlich. Und er sagt: Europa müsse militärisch stärker werden und im Bereich der Rüstungsintegration einen wesentlichen Schritt nach vorne gehen. Neitzel plädiert im Podcast Streitkräfte und Strategien erneut für die Einführung der Teil-Wehrpflicht und eine umfassende Reform der Bundeswehr. Mit Blick auf ein Ende des Krieges und einen möglichen Waffenstillstand zeigt sich Neitzel skeptisch. Der Wissenschaftler von der Universität Potsdam sieht nicht, dass Russland überhaupt bereit ist, Kompromisse zu machen. Vielmehr ""wähnt sich Putin am Drücker"". Aus Neitzels Sicht steht die Ukraine vor einem ""bitteren Weihnachten"". Und selbst wenn es einen Waffenstillstand gäbe, sei dieser Konflikt nicht zu Ende. Lob und Kritik, alles bitte per Mail an streitkraefte@ndr.de Interview mit Sönke Neitzel: https://preview.prod.ndr.de/nachrichten/info/audio-360290.html Analyse nach den Verhandlungen in Berlin: https://www.tagesschau.de/inland/innenpolitik/ukraine-gespraeche-berlin-116.html Sicherheitsgarantien für Ukraine? https://www.theguardian.com/world/2025/dec/15/ukraine-talks-european-leaders-meet-berlin-starmer-macron-zelenskyy-merz-us-witkoff Alle Folgen von “Streitkräfte und Strategien” https://www.ndr.de/nachrichten/info/podcast2998.html Podcast-Tipp: Legion - War on Scam https://www.ardaudiothek.de/sendung/urn:ard:show:2e03fce3739ab514/",
ORF News,03.04.2026,Wichtiger Indikator zwischen Krieg und Wahl,https://orf.at/stories/3425514/,"Von den Arbeitsmarktzahlen für den März, die am Karfreitag publiziert werden, erwarten sich Fachleute Aufschluss über den Zustand der US-Wirtschaft. Für Präsident Donald Trump, der zwischen dem Iran-Krieg und den im Herbst anstehenden Midterm-Wahlen steht, sind sie ebenfalls ein wichtiger Indikator. Die Daten dürften die nächsten Schritte Trumps – und jedenfalls der Notenbank Fed – mitbestimmen.",
NDR Podcast,03.04.2026,Schweizergarde - Sterben für den Papst (Sonderfolge mit Alex Drost),"https://www.ndr.de/nachrichten/info/schweizergarde-sterben-fuer-papst-sonderfolge-mit-alex-drost,audio-3208194.html","Die Schweizergarde ist die älteste Armee der Welt, seit mehr als 500 Jahren steht sie im Dienst des Heiligen Stuhls. Ihre Aufgabe ist es, den Papst zu beschützen, komme, was wolle - selbst wenn es das eigene Leben kostet. Wie wird man Gardist und was erlebt man an der Seite des Pontifex? Was macht die Schweizergarde als Arbeitgeber anders als etwa die Bundeswehr? Ist die weltpolitische Lage auch hinter den Kulissen im Vatikan spürbar? Diese und weitere Fragen sind Thema in der heutigen Sonderfolge. Host Stefan Niemann hat den Journalisten Alexander Drost zu Gast, der nach langem Bemühen ein Interview mit der Schweizergarde bekommen hat und spannende Einblicke bietet. Ein historischer und zeitgenössischer Exkurs in eine militärisch einzigartige Welt, punktgenau zum Osterfest. Lob und Kritik, alles bitte per Mail an streitkraefte@ndr.de Zweiteilige Doku zur Schweizer Garde des SRF https://www.srf.ch/play/tv/dokumentationen-aus-aller-welt/video/die-schweizer-garde---das-geheime-leben-im-vatikan?urn=urn:srf:video:1cc0004d-ab7b-401b-9805-21ae4f9fcf4a Website der Schweizergarde https://schweizergarde.ch/paepstliche-schweizergarde/de/ueber-uns/ Podcast-Tipp: Mary Celeste https://www.ardsounds.de/sendung/urn:ard:show:e88d8d1d0f4eb36e/ Alle Folgen von “Streitkräfte und Strategien” https://www.ndr.de/nachrichten/info/podcast2998.html",
ORF News,04.04.2026,Dichter „Nebel des Krieges“ über dem Iran,https://orf.at/stories/3425546/,"Fünf Wochen dauert nun der Krieg in Nahost, den die USA und Israel mit dem Angriff auf den Iran ausgelöst haben. Und der „Nebel des Krieges“ ist besonders dicht: Medien und Öffentlichkeit sind im Wesentlichen auf die Aussagen der Kriegsparteien angewiesen, unabhängige Quellen oder Social-Media-Berichte wie in anderen Kriegen gibt es kaum.",
NDR Podcast,12.12.2025,Schicksalstage für die Ukraine (mit Katja Gloger und Georg Mascolo),"https://www.ndr.de/nachrichten/info/schicksalstage-fuer-die-ukraine-mit-katja-gloger-und-georg-mascolo,audio-356850.html","Für die Zukunft der Ukraine könnten diese Tage entscheidend sein. In verschiedenen Konstellationen wird über ein Ende des Krieges verhandelt. Den aktuellen Stand fasst in dieser Folge von Streitkräfte und Strategien Stefan Niemann zusammen. Er berichtet über die von der Ukraine und den Europäern überarbeitete Fassung des ursprünglich 28 Punkte umfassenden Plans der USA und über den Druck, den US-Präsident Trump ausübt – vor allem auf den ukrainischen Präsidenten Selenskyj. Trump drängt auf Wahlen in der Ukraine, wohlwissend, dass diese laut Verfassung in Kriegszeiten gar nicht möglich sind. Allerdings hat Selenskyj sich für Wahlen bereit erklärt – wenn bestimmte Bedingungen erfüllt sind – dazu zählen auch die immer wieder diskutierten Sicherheitsgarantien. Außerdem beleuchtet Stefan die aktuelle Lage an der Front. Im Interview spricht Host Anna Engelke mit Katja Gloger und Georg Mascolo über deren neues Buch „Das Versagen“. Darin beleuchten die Journalisten die Versäumnisse der deutschen Russlandpolitik in den vergangenen Jahrzehnten. „Was wir kritisieren, ist, dass in dem Moment, als es keinen Zweifel mehr daran gab, welchen Weg dieses Russland eingeschlagen hat, dass wir unsere beträchtliche ökonomische und politische Macht an keiner Stelle eingesetzt haben, um zumindest einmal (…) zu sagen, bis hierhin und nicht weiter“, so Mascolo. Erst nach Kriegsbeginn habe sich das geändert. Die Autoren analysieren die militärische Kooperation zwischen Russland und Deutschland nach 2008, die deutsche Unterstützung für die Ukraine nach Beginn des Krieges, sowie die laufenden Gespräche zwischen den USA, Russland und der Ukraine. Mascolo fürchtet ein bitteres Ende für die Ukraine. Mit Blick auf die nationale Sicherheitsstrategie der US-Regierung sagt Katja Gloger, Europa, allen voran Deutschland, stehe zwischen zwei nuklearen Supermächten und müsse sehr schnell Resilienz entwickeln. Lob und Kritik, alles bitte per Mail an streitkraefte@ndr.de Interview mit Georg Mascolo und Katja Gloger: https://www.ndr.de/nachrichten/info/audio-356670.html Alle Folgen von “Streitkräfte und Strategien”: https://www.ndr.de/nachrichten/info/podcast2998.html Podcast-Tipps: Berlin-Code: Kriegssorgen, Trump und eine unruhige Koalition: https://www.ardaudiothek.de/episode/urn:ard:episode:2c9bd763d577e788/ Weltspiegel Podcast: Extra: Trumps Sicherheitsstrategie: Freund Russland - Feind Europa? https://www.ardaudiothek.de/episode/urn:ard:episode:d7f07e21c567fdd6/",
ORF News,05.04.2026,Vermisster US-Kopilot geborgen,https://orf.at/stories/3425974/,"Das im Iran vermisste Besatzungsmitglied des abgeschossenen US-Kampfjets ist offenbar von US-Suchtrupps gefunden worden. Nach dem Abschuss des Jets über dem Iran wurde laut US-Präsident Donald Trump nun auch das zweite Crewmitglied gerettet. „Wir haben ihn“, schrieb Trump am Sonntag in seinem Onlinedienst Truth Social.",
NDR Podcast,26.12.2025,Killed in Action - Trauma Bundeswehr (Spezialfolge),"https://www.ndr.de/nachrichten/info/killed-in-action-trauma-bundeswehr-spezialfolge,audio-356694.html","Spezialfolge: Feedback In dieser Folge gehen wir auf das große Feedback auf diese Staffel ""Trauma Bundeswehr"" ein und schildern weitere Fällen. Eine Frau aus Franken erzählt vom Suizid ihres Mannes, einem in Afghanistan Traumatisierten. Ein Militärseelsorger erzählt von seinem Kampf gegen PTBS und die Bürokratie. Wir treffen einen Spieß, der seine Erfahrung mit Gefecht und PTBS an andere weitergibt. Und wir fragen natürlich, wie es Annika, Robert und Alex inzwischen geht. Die erwähnte Broschüre „Umgang mit psychisch und/oder physisch Einsatzgeschädigten in der Bundeswehr“ gibt es hier: https://www.bundeswehr.de/resource/blob/109230/8c1bcfde59cd5becda875908b6a164aa/082-umgang-mit-psychisch-physisch-einsatzgeschaedigten-in-der-bundeswehr-data.pdf BR-Sendung „Funkstreifzug“ über traumatisierte Soldaten mit Interview „Woody“: https://www.ardaudiothek.de/episode/urn:ard:episode:4aad494734100e60/ Die Angebote der Bundeswehr für psychisch Kranke finden sich unter: https://www.bundeswehr.de/de/betreuung-fuersorge/ptbs-hilfe Dazu gibt es die Trauma-Hotline: 0800 588 7957 Hilfsangebote des Deutschen BundeswehrVerbandes e.V.: https://www.dbwv.de/multimedia/fuer-veteranen/hilfsangebote Und des Bundes Deutscher EinsatzVeteranen: https://www.veteranenverband.de/hilfe/ Erster Ansprechpartner bei Verdacht auf eine psychische Erkrankung ist für aktive Soldaten der Truppenarzt. Für ehemalige Soldaten und Angehörige: Hausarzt, Psychiater oder Psychotherapeut (Terminservice 116117). Hilfe bei einer akuten Krise bei der nächsten psychiatrischen Klinik oder beim Notarzt unter 112. Der Sozialpsychiatrische Dienst ist ein Angebot für Menschen mit psychischen Erkrankungen und deren Angehörige, bietet Beratung und Hilfe an. In Suchmaschine „Sozialpsychiatrischer Dienst“ und Wohnort eingeben. Sie erreichen die Telefonseelsorge rund um die Uhr kostenfrei unter 0800-111 0 111 oder 0800-111 0 222. Informationen und Hilfe rund um das Thema Depression: https://www.deutsche-depressionshilfe.de Informationen zu Angsterkrankungen: https://www.angstselbsthilfe.de Für Angehörige: https://www.bapk.de “Panorama”-Beitrag: https://1.ard.de/Trauma_Soldaten ARD-Sendung “Mitreden!”: https://www.ndr.de/nachrichten/info/sendung1538136.html Podcast-Tipp: ""Der talentierte Mr. Vossen"": https://www.ardaudiothek.de/sendung/der-talentierte-mr-vossen/urn:ard:show:801232bd695b88dd/",
ORF News,06.04.2026,Grüner Strom statt schwarzes Gold,https://orf.at/stories/3425138/,"Die Angriffe auf Öl- und Gasanlagen in der Golfregion und die Blockade der Straße von Hormus durch den Iran treiben die Energiepreise weltweit in die Höhe. Aber nicht alle Länder sind gleichermaßen betroffen. Vor allem bisherige Bemühungen im Ausbau erneuerbarer Energien machen sich jetzt in vielerlei Hinsicht bezahlt, meinen Fachleute.",
NDR Podcast,09.12.2025,Transatlantische Zeitenwende (mit Achim Gutzeit),"https://www.ndr.de/nachrichten/info/transatlantische-zeitenwende-mit-achim-gutzeit,audio-353082.html","Mit ihrer neuen nationalen Sicherheitsstrategie hat die US-Regierung für Aufregung und Empörung in Europa gesorgt. ""Das gut 30 Seiten starke Papier enthält fundamentale und ungewöhnlich harsch formulierte Kritik an Europa und liest sich streckenweise so, als sei der wichtigste Verbündete des alten Kontinents dabei, sich aus der transatlantischen Partnerschaft zu verabschieden"", sagt Stefan Niemann. Und für Kai Küstner liest sich das Papier wie ein Frontalangriff auf die EU. Dass Russland die Strategie begrüßt, sei kein Wunder, schließlich biete das die Möglichkeit, gemeinsam mit den USA Europa zu spalten oder gar zu zerstören. Gemeinsam analysieren die beiden Hosts die neue Sicherheitsstrategie, die Auswirkungen auf die NATO und beleuchten die Absurdität, dass die USA sich mehr und mehr aus Konflikten weltweit heraushalten, in Europa aber aktiv eingreifen und rechte oder rechtsextreme Parteien unterstützen wollen. Somit drohe der EU eine Art ""hybrider Zwei-Fronten-Krieg"", da auch Russland bereits aktiv anti-europäische Kräfte stärke, meint Kai. Der aber davor warnt, Europa klein zu reden. Es sei auf dem Weg zu mehr militärischer Souveränität, befinde sich aber in einer Übergangsphase und sei ohne die USA noch verletzlich. Außerdem schaut Kai auf die aktuelle Lage an der Front und den Stand der Verhandlungen zur Beendigung des Krieges. Auf dem Tisch liegt mittlerweile ein 20-Punkte-Plan der Europäer und der Ukraine, der nun wieder mit den USA verhandelt werden soll. Allerdings gibt es große Zweifel, dass Russlands Machthaber Putin dem am Ende zustimmt. Im kompakten Schwerpunkt dieser Ausgabe von Streitkräfte und Strategien spricht Stefan mit Achim Gutzeit darüber, wie Drohnen die Kriegsführung verändert haben und warum sie so schwer abzufangen sind. Achim berichtet auch über eigene Erfahrungen, die er als Reservist der Bundeswehr mit Drohnen gemacht hat, wo die Bundeswehr steht und welche Fortschritte sie beim Abfangen von Drohnen zuletzt gemacht hat. Lob und Kritik, alles bitte per Mail an streitkraefte@ndr.de Nationale Sicherheitsstrategie der USA: https://www.whitehouse.gov/wp-content/uploads/2025/12/2025-National-Security-Strategy.pdf Alle Folgen von “Streitkräfte und Strategien”: https://www.ndr.de/nachrichten/info/podcast2998.html Drohnenabwehr: https://www.bundeswehr.de/de/organisation/luftwaffe/aktuelles/drohnenabwehr-luftwaffe https://www.tagesschau.de/ausland/europa/daenemark-drohnen-100.html https://www.hartpunkt.de/drohnenabwehr-bundeswehr-erhaelt-erste-fangdrohnen-von-argus-interception/ https://defence-network.com/deutsche-interceptor-drohne-ukraine-test/ https://soldat-und-technik.de/2025/10/bewaffnung/45644/tytan-technologies/ Podcast-Tipp: Der Fall Vuskovic - Opfer oder Täter - ab 10.12.2025: https://www.ardaudiothek.de/sendung/urn:ard:show:6c554cec39f52bab/",
ORF News,07.04.2026,„Artemis II“-Crew umrundete den Mond,https://orf.at/stories/3426110/,"Ganz weit weg von der Erde, ganz nahe am Mond: Die „Artemis II“-Crew hat in der Nacht auf Dienstag ihre Reise um den Mond beendet. Laut der US-Weltraumbehörde NASA ist die „Orion“-Kapsel bereits auf dem Weg zurück zur Erde. Die drei Astronauten und die Astronautin an Bord hatten sich während ihres Fluges weiter von der Erde entfernt als je ein Mensch zuvor und Gelegenheit für spektakuläre Blicke auf Mond und Erde gehabt.",
